Datetime,Open,High,Low,Close,Adj Close,Volume
2024-07-02 01:49:00+00:00,62822.57421875,62822.57421875,62822.57421875,62822.57421875,62822.57421875,0
2024-07-02 01:50:00+00:00,62849.98828125,62849.98828125,62849.98828125,62849.98828125,62849.98828125,0
2024-07-02 01:52:00+00:00,62865.87890625,62865.87890625,62865.87890625,62865.87890625,62865.87890625,0
2024-07-02 01:54:00+00:00,62852.6875,62852.6875,62852.6875,62852.6875,62852.6875,0
2024-07-02 01:55:00+00:00,62860.37890625,62860.37890625,62860.37890625,62860.37890625,62860.37890625,0
2024-07-02 01:56:00+00:00,62851.47265625,62851.47265625,62851.47265625,62851.47265625,62851.47265625,0
2024-07-02 01:57:00+00:00,62848.30078125,62848.30078125,62848.30078125,62848.30078125,62848.30078125,0
2024-07-02 01:59:00+00:00,62855.3828125,62855.3828125,62855.3828125,62855.3828125,62855.3828125,0
2024-07-02 02:01:00+00:00,62855.52734375,62855.52734375,62855.52734375,62855.52734375,62855.52734375,0
2024-07-02 02:02:00+00:00,62869.9140625,62869.9140625,62869.9140625,62869.9140625,62869.9140625,0
2024-07-02 02:04:00+00:00,62873.80859375,62873.80859375,62873.80859375,62873.80859375,62873.80859375,0
2024-07-02 02:05:00+00:00,62880.16015625,62880.16015625,62880.16015625,62880.16015625,62880.16015625,0
2024-07-02 02:06:00+00:00,62889.74609375,62889.74609375,62889.74609375,62889.74609375,62889.74609375,0
2024-07-02 02:08:00+00:00,62888.0,62888.0,62888.0,62888.0,62888.0,0
2024-07-02 02:09:00+00:00,62894.1640625,62894.1640625,62894.1640625,62894.1640625,62894.1640625,0
2024-07-02 02:11:00+00:00,62943.33984375,62943.33984375,62943.33984375,62943.33984375,62943.33984375,0
2024-07-02 02:12:00+00:00,62952.3046875,62952.3046875,62952.3046875,62952.3046875,62952.3046875,0
2024-07-02 02:14:00+00:00,63019.19921875,63019.19921875,63019.19921875,63019.19921875,63019.19921875,0
2024-07-02 02:15:00+00:00,63017.953125,63017.953125,63017.953125,63017.953125,63017.953125,0
2024-07-02 02:18:00+00:00,62977.52734375,62977.52734375,62977.52734375,62977.52734375,62977.52734375,0
2024-07-02 02:19:00+00:00,62985.86328125,62985.86328125,62985.86328125,62985.86328125,62985.86328125,0
2024-07-02 02:20:00+00:00,62991.7578125,62991.7578125,62991.7578125,62991.7578125,62991.7578125,0
2024-07-02 02:21:00+00:00,63003.98046875,63003.98046875,63003.98046875,63003.98046875,63003.98046875,0
2024-07-02 02:24:00+00:00,62985.90234375,62985.90234375,62985.90234375,62985.90234375,62985.90234375,0
2024-07-02 02:26:00+00:00,62970.2421875,62970.2421875,62970.2421875,62970.2421875,62970.2421875,0
2024-07-02 02:28:00+00:00,62983.88671875,62983.88671875,62983.88671875,62983.88671875,62983.88671875,0
2024-07-02 02:29:00+00:00,62978.68359375,62978.68359375,62978.68359375,62978.68359375,62978.68359375,0
2024-07-02 02:30:00+00:00,62961.03125,62961.03125,62961.03125,62961.03125,62961.03125,0
2024-07-02 02:32:00+00:00,62973.125,62973.125,62973.125,62973.125,62973.125,0
2024-07-02 02:33:00+00:00,62998.234375,62998.234375,62998.234375,62998.234375,62998.234375,0
2024-07-02 02:35:00+00:00,62971.41015625,62971.41015625,62971.41015625,62971.41015625,62971.41015625,0
2024-07-02 02:36:00+00:00,62962.9296875,62962.9296875,62962.9296875,62962.9296875,62962.9296875,0
2024-07-02 02:37:00+00:00,62967.6015625,62967.6015625,62967.6015625,62967.6015625,62967.6015625,0
2024-07-02 02:38:00+00:00,62961.01171875,62961.01171875,62961.01171875,62961.01171875,62961.01171875,0
2024-07-02 02:40:00+00:00,62922.88671875,62922.88671875,62922.88671875,62922.88671875,62922.88671875,0
2024-07-02 02:41:00+00:00,62916.73046875,62916.73046875,62916.73046875,62916.73046875,62916.73046875,0
2024-07-02 02:42:00+00:00,62902.875,62902.875,62902.875,62902.875,62902.875,0
2024-07-02 02:43:00+00:00,62908.37890625,62908.37890625,62908.37890625,62908.37890625,62908.37890625,0
2024-07-02 02:44:00+00:00,62912.73828125,62912.73828125,62912.73828125,62912.73828125,62912.73828125,0
2024-07-02 02:45:00+00:00,62911.7734375,62911.7734375,62911.7734375,62911.7734375,62911.7734375,0
2024-07-02 02:48:00+00:00,62938.91796875,62938.91796875,62938.91796875,62938.91796875,62938.91796875,0
2024-07-02 02:49:00+00:00,62936.953125,62936.953125,62936.953125,62936.953125,62936.953125,0
2024-07-02 02:50:00+00:00,62930.6328125,62930.6328125,62930.6328125,62930.6328125,62930.6328125,0
2024-07-02 02:51:00+00:00,62922.30078125,62922.30078125,62922.30078125,62922.30078125,62922.30078125,0
2024-07-02 02:54:00+00:00,62945.109375,62945.109375,62945.109375,62945.109375,62945.109375,0
2024-07-02 02:55:00+00:00,62927.1953125,62927.1953125,62927.1953125,62927.1953125,62927.1953125,0
2024-07-02 02:56:00+00:00,62934.1015625,62934.1015625,62934.1015625,62934.1015625,62934.1015625,0
2024-07-02 02:57:00+00:00,62928.8515625,62928.8515625,62928.8515625,62928.8515625,62928.8515625,0
2024-07-02 02:58:00+00:00,62915.828125,62915.828125,62915.828125,62915.828125,62915.828125,0
2024-07-02 02:59:00+00:00,62931.58203125,62931.58203125,62931.58203125,62931.58203125,62931.58203125,0
2024-07-02 03:01:00+00:00,62957.6875,62957.6875,62957.6875,62957.6875,62957.6875,0
2024-07-02 03:02:00+00:00,62976.05078125,62976.05078125,62976.05078125,62976.05078125,62976.05078125,0
2024-07-02 03:04:00+00:00,62948.578125,62948.578125,62948.578125,62948.578125,62948.578125,978944
2024-07-02 03:05:00+00:00,62993.890625,62993.890625,62993.890625,62993.890625,62993.890625,0
2024-07-02 03:06:00+00:00,62980.9765625,62980.9765625,62980.9765625,62980.9765625,62980.9765625,0
2024-07-02 03:08:00+00:00,62963.16015625,62963.16015625,62963.16015625,62963.16015625,62963.16015625,0
2024-07-02 03:09:00+00:00,62964.39453125,62964.39453125,62964.39453125,62964.39453125,62964.39453125,0
2024-07-02 03:10:00+00:00,62966.62109375,62966.62109375,62966.62109375,62966.62109375,62966.62109375,0
2024-07-02 03:12:00+00:00,62963.375,62963.375,62963.375,62963.375,62963.375,0
2024-07-02 03:14:00+00:00,62967.515625,62967.515625,62967.515625,62967.515625,62967.515625,0
2024-07-02 03:16:00+00:00,62950.9609375,62950.9609375,62950.9609375,62950.9609375,62950.9609375,0
2024-07-02 03:18:00+00:00,62970.7421875,62970.7421875,62970.7421875,62970.7421875,62970.7421875,0
2024-07-02 03:20:00+00:00,62966.0625,62966.0625,62966.0625,62966.0625,62966.0625,7890944
2024-07-02 03:21:00+00:00,62976.0,62976.0,62976.0,62976.0,62976.0,0
2024-07-02 03:23:00+00:00,62989.8046875,62989.8046875,62989.8046875,62989.8046875,62989.8046875,0
2024-07-02 03:24:00+00:00,63005.5390625,63005.5390625,63005.5390625,63005.5390625,63005.5390625,0
2024-07-02 03:25:00+00:00,63013.8671875,63013.8671875,63013.8671875,63013.8671875,63013.8671875,0
2024-07-02 03:26:00+00:00,63042.8984375,63042.8984375,63042.8984375,63042.8984375,63042.8984375,0
2024-07-02 03:28:00+00:00,63069.46875,63069.46875,63069.46875,63069.46875,63069.46875,10240
2024-07-02 03:29:00+00:00,63070.2734375,63070.2734375,63070.2734375,63070.2734375,63070.2734375,0
2024-07-02 03:30:00+00:00,63079.75390625,63079.75390625,63079.75390625,63079.75390625,63079.75390625,0
2024-07-02 03:31:00+00:00,63087.125,63087.125,63087.125,63087.125,63087.125,0
2024-07-02 03:32:00+00:00,63071.9453125,63071.9453125,63071.9453125,63071.9453125,63071.9453125,0
2024-07-02 03:33:00+00:00,63095.2265625,63095.2265625,63095.2265625,63095.2265625,63095.2265625,0
2024-07-02 03:34:00+00:00,63121.05859375,63121.05859375,63121.05859375,63121.05859375,63121.05859375,1566720
2024-07-02 03:36:00+00:00,63113.09765625,63113.09765625,63113.09765625,63113.09765625,63113.09765625,65536
2024-07-02 03:38:00+00:00,63135.0390625,63135.0390625,63135.0390625,63135.0390625,63135.0390625,0
2024-07-02 03:40:00+00:00,63185.38671875,63185.38671875,63185.38671875,63185.38671875,63185.38671875,3962880
2024-07-02 03:41:00+00:00,63166.76171875,63166.76171875,63166.76171875,63166.76171875,63166.76171875,3899392
2024-07-02 03:42:00+00:00,63169.359375,63169.359375,63169.359375,63169.359375,63169.359375,2242560
2024-07-02 03:44:00+00:00,63171.75,63171.75,63171.75,63171.75,63171.75,0
2024-07-02 03:45:00+00:00,63159.3046875,63159.3046875,63159.3046875,63159.3046875,63159.3046875,0
2024-07-02 03:47:00+00:00,63129.96484375,63129.96484375,63129.96484375,63129.96484375,63129.96484375,0
2024-07-02 03:48:00+00:00,63122.30859375,63122.30859375,63122.30859375,63122.30859375,63122.30859375,2201600
2024-07-02 03:50:00+00:00,63116.5078125,63116.5078125,63116.5078125,63116.5078125,63116.5078125,8996864
2024-07-02 03:52:00+00:00,63099.4921875,63099.4921875,63099.4921875,63099.4921875,63099.4921875,0
2024-07-02 03:53:00+00:00,63085.859375,63085.859375,63085.859375,63085.859375,63085.859375,0
2024-07-02 03:54:00+00:00,63073.60546875,63073.60546875,63073.60546875,63073.60546875,63073.60546875,1239040
2024-07-02 03:56:00+00:00,63083.19921875,63083.19921875,63083.19921875,63083.19921875,63083.19921875,4376576
2024-07-02 03:57:00+00:00,63084.98828125,63084.98828125,63084.98828125,63084.98828125,63084.98828125,1089536
2024-07-02 03:59:00+00:00,63086.20703125,63086.20703125,63086.20703125,63086.20703125,63086.20703125,0
2024-07-02 04:00:00+00:00,63078.71484375,63078.71484375,63078.71484375,63078.71484375,63078.71484375,0
2024-07-02 04:01:00+00:00,63082.828125,63082.828125,63082.828125,63082.828125,63082.828125,2076672
2024-07-02 04:02:00+00:00,63080.12109375,63080.12109375,63080.12109375,63080.12109375,63080.12109375,0
2024-07-02 04:04:00+00:00,63101.5625,63101.5625,63101.5625,63101.5625,63101.5625,0
2024-07-02 04:05:00+00:00,63099.796875,63099.796875,63099.796875,63099.796875,63099.796875,9283584
2024-07-02 04:06:00+00:00,63110.32421875,63110.32421875,63110.32421875,63110.32421875,63110.32421875,0
2024-07-02 04:08:00+00:00,63116.77734375,63116.77734375,63116.77734375,63116.77734375,63116.77734375,1005568
2024-07-02 04:09:00+00:00,63099.1171875,63099.1171875,63099.1171875,63099.1171875,63099.1171875,16384
2024-07-02 04:10:00+00:00,63099.98046875,63099.98046875,63099.98046875,63099.98046875,63099.98046875,190464
2024-07-02 04:12:00+00:00,63117.06640625,63117.06640625,63117.06640625,63117.06640625,63117.06640625,0
2024-07-02 04:14:00+00:00,63108.9609375,63108.9609375,63108.9609375,63108.9609375,63108.9609375,10530816
2024-07-02 04:15:00+00:00,63123.39453125,63123.39453125,63123.39453125,63123.39453125,63123.39453125,0
2024-07-02 04:17:00+00:00,63151.44140625,63151.44140625,63151.44140625,63151.44140625,63151.44140625,0
2024-07-02 04:18:00+00:00,63149.58984375,63149.58984375,63149.58984375,63149.58984375,63149.58984375,3158016
2024-07-02 04:20:00+00:00,63131.7265625,63131.7265625,63131.7265625,63131.7265625,63131.7265625,20408320
2024-07-02 04:21:00+00:00,63119.01171875,63119.01171875,63119.01171875,63119.01171875,63119.01171875,0
2024-07-02 04:23:00+00:00,63096.96484375,63096.96484375,63096.96484375,63096.96484375,63096.96484375,0
2024-07-02 04:25:00+00:00,63084.74609375,63084.74609375,63084.74609375,63084.74609375,63084.74609375,0
2024-07-02 04:26:00+00:00,63085.91796875,63085.91796875,63085.91796875,63085.91796875,63085.91796875,0
2024-07-02 04:27:00+00:00,63097.90234375,63097.90234375,63097.90234375,63097.90234375,63097.90234375,9347072
2024-07-02 04:29:00+00:00,63091.94921875,63091.94921875,63091.94921875,63091.94921875,63091.94921875,0
2024-07-02 04:30:00+00:00,63094.84765625,63094.84765625,63094.84765625,63094.84765625,63094.84765625,0
2024-07-02 04:32:00+00:00,63094.08203125,63094.08203125,63094.08203125,63094.08203125,63094.08203125,174080
2024-07-02 04:33:00+00:00,63104.03125,63104.03125,63104.03125,63104.03125,63104.03125,0
2024-07-02 04:35:00+00:00,63086.625,63086.625,63086.625,63086.625,63086.625,0
2024-07-02 04:36:00+00:00,63102.21484375,63102.21484375,63102.21484375,63102.21484375,63102.21484375,0
2024-07-02 04:37:00+00:00,63095.7421875,63095.7421875,63095.7421875,63095.7421875,63095.7421875,0
2024-07-02 04:38:00+00:00,63099.80859375,63099.80859375,63099.80859375,63099.80859375,63099.80859375,0
2024-07-02 04:40:00+00:00,63084.12890625,63084.12890625,63084.12890625,63084.12890625,63084.12890625,0
2024-07-02 04:41:00+00:00,63090.90234375,63090.90234375,63090.90234375,63090.90234375,63090.90234375,1404928
2024-07-02 04:42:00+00:00,63080.0,63080.0,63080.0,63080.0,63080.0,1990656
2024-07-02 04:43:00+00:00,63073.55078125,63073.55078125,63073.55078125,63073.55078125,63073.55078125,0
2024-07-02 04:44:00+00:00,63061.38671875,63061.38671875,63061.38671875,63061.38671875,63061.38671875,0
2024-07-02 04:45:00+00:00,63056.171875,63056.171875,63056.171875,63056.171875,63056.171875,2816000
2024-07-02 04:48:00+00:00,63038.75390625,63038.75390625,63038.75390625,63038.75390625,63038.75390625,1429504
2024-07-02 04:50:00+00:00,63033.33984375,63033.33984375,63033.33984375,63033.33984375,63033.33984375,0
2024-07-02 04:52:00+00:00,63026.0,63026.0,63026.0,63026.0,63026.0,0
2024-07-02 04:53:00+00:00,63035.34765625,63035.34765625,63035.34765625,63035.34765625,63035.34765625,9379840
2024-07-02 04:54:00+00:00,63038.875,63038.875,63038.875,63038.875,63038.875,2293760
2024-07-02 04:56:00+00:00,63026.4140625,63026.4140625,63026.4140625,63026.4140625,63026.4140625,0
2024-07-02 04:57:00+00:00,63012.828125,63012.828125,63012.828125,63012.828125,63012.828125,0
2024-07-02 05:00:00+00:00,62964.9921875,62964.9921875,62964.9921875,62964.9921875,62964.9921875,5226496
2024-07-02 05:01:00+00:00,62968.94140625,62968.94140625,62968.94140625,62968.94140625,62968.94140625,2543616
2024-07-02 05:02:00+00:00,62974.72265625,62974.72265625,62974.72265625,62974.72265625,62974.72265625,0
2024-07-02 05:04:00+00:00,62947.71875,62947.71875,62947.71875,62947.71875,62947.71875,0
2024-07-02 05:05:00+00:00,62934.63671875,62934.63671875,62934.63671875,62934.63671875,62934.63671875,0
2024-07-02 05:06:00+00:00,62940.171875,62940.171875,62940.171875,62940.171875,62940.171875,4186112
2024-07-02 05:07:00+00:00,62945.21484375,62945.21484375,62945.21484375,62945.21484375,62945.21484375,0
2024-07-02 05:08:00+00:00,62943.2890625,62943.2890625,62943.2890625,62943.2890625,62943.2890625,0
2024-07-02 05:09:00+00:00,62946.2734375,62946.2734375,62946.2734375,62946.2734375,62946.2734375,0
2024-07-02 05:12:00+00:00,62936.57421875,62936.57421875,62936.57421875,62936.57421875,62936.57421875,0
2024-07-02 05:13:00+00:00,62943.15234375,62943.15234375,62943.15234375,62943.15234375,62943.15234375,0
2024-07-02 05:14:00+00:00,62952.54296875,62952.54296875,62952.54296875,62952.54296875,62952.54296875,0
2024-07-02 05:15:00+00:00,62954.16796875,62954.16796875,62954.16796875,62954.16796875,62954.16796875,7536640
2024-07-02 05:17:00+00:00,62970.84765625,62970.84765625,62970.84765625,62970.84765625,62970.84765625,448512
2024-07-02 05:19:00+00:00,62982.703125,62982.703125,62982.703125,62982.703125,62982.703125,1196032
2024-07-02 05:20:00+00:00,62979.16796875,62979.16796875,62979.16796875,62979.16796875,62979.16796875,0
2024-07-02 05:21:00+00:00,62980.91015625,62980.91015625,62980.91015625,62980.91015625,62980.91015625,743424
2024-07-02 05:22:00+00:00,62972.12109375,62972.12109375,62972.12109375,62972.12109375,62972.12109375,0
2024-07-02 05:24:00+00:00,62982.59765625,62982.59765625,62982.59765625,62982.59765625,62982.59765625,0
2024-07-02 05:26:00+00:00,62989.16015625,62989.16015625,62989.16015625,62989.16015625,62989.16015625,0
2024-07-02 05:28:00+00:00,62987.62890625,62987.62890625,62987.62890625,62987.62890625,62987.62890625,0
2024-07-02 05:29:00+00:00,62990.23828125,62990.23828125,62990.23828125,62990.23828125,62990.23828125,0
2024-07-02 05:30:00+00:00,62988.19921875,62988.19921875,62988.19921875,62988.19921875,62988.19921875,0
2024-07-02 05:31:00+00:00,63002.484375,63002.484375,63002.484375,63002.484375,63002.484375,0
2024-07-02 05:32:00+00:00,63010.14453125,63010.14453125,63010.14453125,63010.14453125,63010.14453125,0
2024-07-02 05:33:00+00:00,62988.6484375,62988.6484375,62988.6484375,62988.6484375,62988.6484375,0
2024-07-02 05:34:00+00:00,62993.4296875,62993.4296875,62993.4296875,62993.4296875,62993.4296875,0
2024-07-02 05:36:00+00:00,62993.6484375,62993.6484375,62993.6484375,62993.6484375,62993.6484375,0
2024-07-02 05:37:00+00:00,62989.86328125,62989.86328125,62989.86328125,62989.86328125,62989.86328125,0
2024-07-02 05:38:00+00:00,62989.86328125,62989.86328125,62989.86328125,62989.86328125,62989.86328125,0
2024-07-02 05:40:00+00:00,62955.29296875,62955.29296875,62955.29296875,62955.29296875,62955.29296875,0
2024-07-02 05:42:00+00:00,62970.76953125,62970.76953125,62970.76953125,62970.76953125,62970.76953125,0
2024-07-02 05:44:00+00:00,62973.125,62973.125,62973.125,62973.125,62973.125,0
2024-07-02 05:45:00+00:00,62970.5234375,62970.5234375,62970.5234375,62970.5234375,62970.5234375,4050944
2024-07-02 05:46:00+00:00,62972.63671875,62972.63671875,62972.63671875,62972.63671875,62972.63671875,0
2024-07-02 05:48:00+00:00,62962.453125,62962.453125,62962.453125,62962.453125,62962.453125,0
2024-07-02 05:49:00+00:00,62956.8828125,62956.8828125,62956.8828125,62956.8828125,62956.8828125,0
2024-07-02 05:50:00+00:00,62958.87890625,62958.87890625,62958.87890625,62958.87890625,62958.87890625,0
2024-07-02 05:52:00+00:00,62960.16796875,62960.16796875,62960.16796875,62960.16796875,62960.16796875,118784
2024-07-02 05:53:00+00:00,62962.21875,62962.21875,62962.21875,62962.21875,62962.21875,6060032
2024-07-02 05:54:00+00:00,62957.85546875,62957.85546875,62957.85546875,62957.85546875,62957.85546875,0
2024-07-02 05:55:00+00:00,62955.87109375,62955.87109375,62955.87109375,62955.87109375,62955.87109375,0
2024-07-02 05:56:00+00:00,62951.30859375,62951.30859375,62951.30859375,62951.30859375,62951.30859375,3514368
2024-07-02 05:57:00+00:00,62950.3828125,62950.3828125,62950.3828125,62950.3828125,62950.3828125,802816
2024-07-02 06:00:00+00:00,62945.56640625,62945.56640625,62945.56640625,62945.56640625,62945.56640625,0
2024-07-02 06:02:00+00:00,62970.05078125,62970.05078125,62970.05078125,62970.05078125,62970.05078125,0
2024-07-02 06:04:00+00:00,62950.140625,62950.140625,62950.140625,62950.140625,62950.140625,0
2024-07-02 06:05:00+00:00,62913.0078125,62913.0078125,62913.0078125,62913.0078125,62913.0078125,2717696
